distance,myBulletPower,opponentAdvancingVelocity,opponentBackwardWall,opponentCurrentGuessFactor,opponentForwardWall,opponentLateralVelocity,opponentTimeSinceLastDeceleration,type,guessFactor
261.55,2.99,0.00,0.70,-0.00,0.74,-0.00,60.00,HIT,0.00
282.34,2.99,0.00,0.66,0.00,0.69,-0.00,76.00,HIT,0.01
334.13,2.99,0.00,0.75,-0.00,0.74,0.00,92.00,HIT,0.00
377.97,2.99,0.00,0.74,-0.00,0.77,0.00,108.00,HIT,-0.00
418.64,2.99,0.00,0.73,0.00,0.81,0.00,124.00,HIT,0.00
313.78,2.99,0.00,0.77,0.00,0.77,0.00,26.00,HIT,0.00
358.35,2.99,0.00,0.78,0.00,0.78,0.00,42.00,HIT,0.01
332.51,2.99,-0.00,0.78,-0.00,0.78,0.00,58.00,HIT,0.00
296.14,2.99,-0.00,0.78,-0.00,0.68,0.00,74.00,HIT,-0.00
303.29,2.99,-0.00,0.75,-0.00,0.66,0.00,90.00,HIT,-0.01
257.89,2.99,-0.00,0.71,-0.00,0.56,0.00,106.00,HIT,-0.00
186.00,2.99,-0.00,0.67,-0.00,0.71,-0.00,122.00,HIT,0.00
345.16,2.99,0.00,0.78,0.00,0.76,-0.00,23.00,HIT,0.01
361.44,2.99,0.00,0.80,-0.00,0.72,-0.00,39.00,HIT,-0.00
389.79,2.99,0.00,0.79,-0.00,0.70,-0.00,55.00,HIT,-0.00
338.15,2.99,0.00,0.74,-0.00,0.68,-0.00,71.00,HIT,0.00
260.83,2.99,0.00,0.71,-0.00,0.71,0.00,87.00,HIT,-0.00
230.96,2.99,0.00,0.71,-0.00,0.71,0.00,103.00,HIT,0.01
252.04,2.99,0.00,0.72,-0.00,0.70,0.00,119.00,HIT,-0.01
396.14,2.99,-0.00,0.81,0.00,0.81,0.00,26.00,HIT,0.00
429.55,2.99,-0.00,0.81,-0.00,0.77,0.00,42.00,HIT,0.00
452.55,2.99,-0.00,0.79,0.00,0.72,0.00,58.00,HIT,0.00
484.11,2.99,-0.00,0.78,0.00,0.70,0.00,74.00,HIT,0.00
433.93,2.99,-0.00,0.76,-0.00,0.70,0.00,90.00,HIT,-0.00
351.59,2.99,-0.00,0.75,-0.00,0.61,-0.00,106.00,HIT,-0.00
290.44,2.99,-0.00,0.74,-0.00,0.57,-0.00,122.00,HIT,-0.01
425.25,2.99,-0.00,0.80,0.00,0.46,0.00,27.00,HIT,-0.00
326.60,2.99,-0.00,0.76,-0.00,0.55,0.00,43.00,HIT,-0.01
223.94,2.99,-0.00,0.71,-0.00,0.58,0.00,59.00,HIT,-0.00
161.38,2.99,-0.00,0.44,0.00,0.42,-0.00,75.00,HIT,-0.00
151.73,2.99,-0.00,0.62,0.00,0.44,-0.00,91.00,HIT,-0.01
104.77,3.00,0.00,0.51,0.00,0.51,-0.00,107.00,HIT,-0.01
153.00,1.08,0.00,0.52,0.00,0.47,-0.00,123.00,HIT,0.04
500.38,2.99,0.00,0.80,0.00,0.67,0.00,30.00,HIT,0.00
532.22,2.99,0.00,0.78,-0.00,0.56,0.00,46.00,HIT,0.00
562.29,2.99,0.00,0.81,-0.00,0.46,0.00,62.00,HIT,-0.00
540.25,2.99,0.00,0.83,-0.00,0.44,0.00,78.00,HIT,0.01
436.28,2.99,0.00,0.80,-0.00,0.53,0.00,94.00,HIT,-0.00
326.12,2.99,-0.00,0.77,-0.00,0.64,0.00,110.00,HIT,0.01
234.06,2.99,-0.00,0.73,-0.00,0.64,0.00,126.00,HIT,-0.01
250.20,2.99,0.00,0.73,0.00,0.65,0.00,23.00,HIT,-0.00
313.22,2.99,0.00,0.77,-0.00,0.77,0.00,39.00,HIT,0.00
361.33,2.99,-0.00,0.78,0.00,0.76,0.00,55.00,HIT,0.01
403.94,2.99,-0.00,0.79,-0.00,0.70,0.00,71.00,HIT,-0.00
431.63,2.99,-0.00,0.80,-0.00,0.69,0.00,87.00,HIT,-0.00
373.24,2.99,-0.00,0.78,-0.00,0.72,0.00,103.00,HIT,0.01
291.36,2.99,-0.00,0.73,-0.00,0.74,0.00,119.00,HIT,-0.00
271.83,2.99,0.00,0.72,0.00,0.71,0.00,27.00,HIT,0.00
310.12,2.99,0.00,0.75,-0.00,0.71,0.00,43.00,HIT,-0.01
290.64,2.99,0.00,0.76,-0.00,0.56,0.00,59.00,HIT,0.01
278.85,2.99,0.00,0.76,-0.00,0.39,0.00,75.00,HIT,-0.00
199.82,2.99,-0.00,0.71,-0.00,0.45,0.00,91.00,HIT,-0.01
117.36,3.00,-0.00,0.58,-0.00,0.55,0.00,107.00,HIT,-0.02
141.10,1.08,-0.00,0.35,0.00,0.45,-0.00,123.00,HIT,-0.02
469.16,2.99,-0.00,0.79,0.00,0.77,-0.00,26.00,HIT,-0.00
445.91,2.99,-0.00,0.80,0.00,0.77,-0.00,42.00,HIT,0.00
431.28,2.99,-0.00,0.80,0.00,0.72,-0.00,58.00,HIT,0.00
445.31,2.99,-0.00,0.81,0.00,0.69,-0.00,74.00,HIT,0.00
448.71,2.99,-0.00,0.78,0.00,0.67,-0.00,90.00,HIT,0.00
366.01,2.99,-0.00,0.79,-0.00,0.71,-0.00,106.00,HIT,-0.00
