distance,myBulletPower,opponentAdvancingVelocity,opponentBackwardWall,opponentCurrentGuessFactor,opponentForwardWall,opponentLateralVelocity,opponentTimeSinceLastDeceleration,type,guessFactor
787.30,0.10,4.78,0.68,0.93,0.70,6.41,22.00,BULLETHITBULLET,0.10
734.68,1.99,0.74,0.71,0.59,0.80,7.97,8.00,MISS,0.19
771.38,1.99,-3.17,0.81,0.69,0.63,2.44,6.00,HIT,-0.27
730.20,1.99,4.70,0.47,0.25,0.89,5.19,9.00,MISS,0.49
704.53,1.99,-5.31,0.47,-0.15,0.89,4.56,10.00,MISS,0.56
730.36,1.93,-2.99,0.61,0.37,0.78,7.42,5.00,MISS,0.30
703.94,1.65,3.40,0.76,0.50,0.67,5.53,4.00,MISS,-0.04
738.54,1.22,-0.17,0.55,0.52,0.87,1.00,0.00,MISS,0.34
707.81,1.04,-6.07,0.54,0.34,0.88,3.49,9.00,MISS,0.42
642.12,0.89,0.53,0.71,-0.04,0.93,3.06,0.00,MISS,0.41
644.45,0.77,7.90,0.69,0.25,0.82,1.27,10.00,MISS,0.52
723.84,0.66,0.39,0.79,0.37,0.83,0.53,0.00,MISS,0.39
710.61,0.56,-4.32,0.73,0.24,0.84,6.73,11.00,MISS,0.23
687.18,0.48,0.00,0.87,0.51,0.64,0.00,0.00,MISS,-0.27
711.73,0.30,3.52,0.65,0.34,0.94,7.19,20.00,BULLETHITBULLET,0.18
727.46,0.41,3.96,0.53,0.38,0.77,0.57,0.00,MISS,0.76
721.81,0.35,-0.00,0.88,0.27,0.51,-0.00,5.00,MISS,-0.96
746.28,0.26,4.78,0.68,0.66,0.88,6.42,3.00,MISS,0.66
761.46,0.22,-0.28,0.67,-0.88,0.82,8.00,14.00,HIT,0.16
278.98,1.99,6.32,0.53,0.00,0.83,4.91,27.00,MISS,0.24
554.66,1.99,7.82,0.67,0.13,0.68,1.67,20.00,MISS,-0.39
656.06,1.99,0.00,0.76,0.04,0.63,-0.00,0.00,BULLETHITBULLET,-0.24
692.25,1.99,-0.26,0.48,-0.31,0.90,8.00,6.00,MISS,0.39
701.89,1.99,1.94,0.48,-0.34,0.81,0.47,2.00,MISS,0.63
713.09,1.99,-3.21,0.37,0.14,0.92,3.83,8.00,MISS,0.54
697.47,1.99,3.68,0.48,0.34,0.87,7.02,4.00,MISS,0.31
756.70,1.99,0.46,0.63,0.55,0.71,1.31,1.00,HIT,-0.00
707.29,1.99,-6.58,0.72,0.56,0.67,2.79,3.00,MISS,-0.57
710.38,1.99,1.08,0.76,0.30,0.61,1.68,2.00,MISS,-0.68
725.73,1.99,0.74,0.57,0.17,0.83,1.86,6.00,HIT,0.51
687.61,1.99,5.05,0.70,-0.39,0.81,6.21,22.00,HIT,0.10
730.08,1.99,5.60,0.66,-0.61,0.67,5.71,36.00,MISS,-0.17
747.00,1.99,-1.93,0.76,0.60,0.65,0.52,3.00,HIT,-0.25
713.38,1.99,0.00,0.85,0.30,0.59,-0.00,3.00,HIT,-0.27
767.46,1.99,6.59,0.43,-0.17,0.76,4.53,17.00,MISS,0.51
730.16,1.99,-3.87,0.42,-0.23,0.89,2.68,1.00,MISS,0.67
650.09,0.15,-2.00,0.64,0.64,0.93,7.75,21.00,HIT,0.16
679.96,0.13,4.05,0.70,0.88,0.76,6.90,32.00,BULLETHITBULLET,0.10
575.63,1.99,-0.36,0.72,0.37,0.87,7.43,5.00,MISS,0.46
577.59,1.99,4.42,0.70,0.59,0.67,6.67,19.00,MISS,-0.05
542.08,1.99,-0.93,0.81,0.72,0.45,1.77,0.00,MISS,-0.45
509.38,1.99,-0.10,0.28,0.53,0.91,4.00,7.00,HIT,0.52
545.15,1.99,-0.88,0.37,-0.41,0.89,2.87,3.00,BULLETHITBULLET,0.52
491.56,1.99,-1.34,0.63,0.35,0.94,7.89,18.00,MISS,0.18
525.62,1.99,7.10,0.67,0.09,0.80,3.69,9.00,MISS,0.09
571.57,1.99,-0.15,0.78,0.09,0.87,0.99,1.00,MISS,-0.41
617.31,1.99,6.29,0.60,-0.12,0.88,4.95,9.00,MISS,0.53
705.65,1.99,5.50,0.49,0.38,0.89,5.81,23.00,MISS,0.37
749.99,1.99,-0.93,0.85,0.56,0.50,1.77,2.00,BULLETHITBULLET,-0.27
701.05,1.99,-0.74,0.45,0.48,0.88,0.89,0.00,MISS,0.58
709.69,1.99,4.18,0.41,0.29,0.86,2.75,6.00,MISS,0.68
712.31,1.99,-2.59,0.43,-0.28,0.90,3.05,6.00,MISS,0.60
672.30,1.99,4.18,0.67,0.47,0.87,6.82,5.00,BULLETHITBULLET,0.44
762.87,1.99,4.41,0.75,0.59,0.65,6.17,4.00,HIT,-0.08
739.89,1.99,-5.60,0.80,0.57,0.56,2.17,7.00,HIT,-0.27
695.63,1.99,0.00,0.48,0.31,0.88,2.50,2.00,MISS,0.48
761.55,1.99,1.62,0.49,-0.08,0.78,1.17,0.00,MISS,0.50
746.31,1.99,-3.33,0.56,-0.28,0.82,2.95,2.00,MISS,0.47
704.96,1.24,6.21,0.72,0.43,0.74,5.05,9.00,MISS,0.28
760.15,0.69,-0.65,0.85,0.39,0.66,2.93,3.00,HIT,-0.27
526.08,1.99,-1.03,0.76,0.02,0.86,4.36,4.00,HIT,0.43
549.36,1.99,7.60,0.58,-0.23,0.75,2.51,8.00,HIT,0.53
594.87,1.99,3.57,0.47,0.38,0.74,3.33,0.00,HIT,0.57
548.99,1.99,-5.05,0.37,0.43,0.88,3.24,9.00,MISS,0.47
505.37,1.99,2.61,0.50,0.35,0.88,3.17,2.00,MISS,0.53
510.02,1.99,1.87,0.80,-0.56,0.85,1.33,2.00,MISS,0.72
557.87,1.99,1.79,0.71,0.43,0.92,7.80,16.00,MISS,0.47
523.73,1.99,-1.78,0.82,0.71,0.82,1.64,0.00,MISS,0.13
526.41,1.99,0.00,0.72,0.72,0.84,-0.00,1.00,MISS,0.18
555.77,1.99,-0.11,0.70,0.19,0.85,0.99,5.00,MISS,0.69
558.67,1.99,1.70,0.49,0.52,0.92,7.82,34.00,MISS,0.55
592.94,1.99,7.96,0.39,0.62,0.81,0.78,48.00,HIT,0.54
677.16,1.99,7.58,0.28,0.81,0.85,2.57,62.00,MISS,0.74
705.11,1.99,0.00,0.25,0.49,0.86,0.00,1.00,BULLETHITBULLET,0.61
701.64,0.10,5.24,0.70,0.51,0.89,6.05,29.00,MISS,0.47
659.57,1.99,-0.54,0.39,0.37,0.94,7.98,15.00,MISS,0.55
741.54,0.10,1.63,0.72,0.70,0.80,7.83,40.00,MISS,0.24
725.49,0.10,-0.00,0.86,0.55,0.62,0.00,1.00,MISS,-0.00
717.72,0.10,-0.00,0.87,0.47,0.60,0.00,12.00,MISS,-0.00
718.86,0.10,-0.00,0.86,0.24,0.49,0.00,23.00,MISS,-0.00
694.09,0.10,-0.00,0.87,-0.00,0.54,0.00,34.00,MISS,-0.00
626.18,0.10,-0.00,0.84,-0.00,0.58,0.00,45.00,MISS,0.00
542.13,0.10,-0.00,0.82,-0.00,0.62,0.00,56.00,HIT,0.01
383.42,1.99,7.72,0.61,0.00,0.55,2.09,13.00,MISS,0.84
468.14,1.99,-0.37,0.59,0.15,0.76,4.66,5.00,HIT,0.46
515.41,1.99,0.38,0.75,0.41,0.60,2.98,4.00,MISS,0.09
514.29,1.99,-5.59,0.75,0.38,0.48,2.19,6.00,MISS,-0.21
520.13,1.99,0.86,0.82,0.06,0.34,1.80,2.00,HIT,-0.28
518.37,1.99,3.06,0.16,0.07,0.85,2.57,6.00,MISS,0.80
552.88,1.99,-1.23,0.41,-0.18,0.89,1.58,2.00,MISS,0.49
552.77,1.99,1.76,0.77,0.57,0.76,0.96,2.00,BULLETHITBULLET,-0.27
517.71,1.99,-3.09,0.59,0.53,0.92,7.38,16.00,MISS,0.16
645.92,1.99,-2.28,0.68,0.25,0.82,1.95,3.00,HIT,0.43
637.80,1.99,-1.98,0.77,0.11,0.75,0.31,5.00,MISS,-0.65
539.01,1.99,2.54,0.73,0.15,0.89,3.09,4.00,MISS,0.66
553.41,1.99,6.34,0.52,0.45,0.86,4.88,18.00,HIT,0.52
563.54,1.99,-0.00,0.52,-0.64,0.76,-0.00,0.00,MISS,0.37
562.59,1.99,1.51,0.42,0.63,0.88,3.61,0.00,MISS,0.38
537.96,1.95,-2.38,0.50,0.34,0.89,1.55,2.00,MISS,0.30
455.66,1.67,0.00,0.61,0.22,0.82,0.00,4.00,MISS,0.39
462.35,1.43,6.72,0.56,0.26,0.82,3.87,0.00,HIT,0.52
324.82,1.99,5.64,0.53,0.00,0.87,5.67,19.00,MISS,0.37
468.44,1.99,8.00,0.70,0.17,0.49,0.22,33.00,MISS,-0.41
600.83,1.99,7.91,0.34,0.29,0.80,1.20,47.00,MISS,0.68
591.12,1.99,-2.08,0.42,-0.16,0.94,5.63,9.00,HIT,0.51
586.55,1.99,0.76,0.64,0.40,0.92,7.96,3.00,MISS,0.45
655.11,1.99,4.92,0.74,0.63,0.69,1.84,3.00,MISS,0.28
709.38,1.99,-1.49,0.78,0.52,0.61,1.33,5.00,MISS,-0.15
639.04,1.99,-3.68,0.80,0.44,0.57,1.57,0.00,MISS,-0.36
650.02,1.99,0.00,0.49,0.28,0.86,-0.00,3.00,MISS,0.56
685.30,1.99,7.79,0.51,-0.03,0.82,1.80,17.00,MISS,0.62
644.67,1.99,-0.83,0.69,-0.29,0.86,2.02,2.00,HIT,0.46
649.50,1.99,1.92,0.73,0.44,0.81,7.77,16.00,MISS,0.21
733.30,1.99,7.88,0.76,0.56,0.50,1.39,8.00,HIT,-0.27
735.50,1.99,-0.29,0.87,0.46,0.47,0.46,0.00,MISS,-0.47
686.42,1.99,-0.00,0.85,0.27,0.39,-0.00,1.00,MISS,-0.76
680.06,1.99,-0.19,0.70,-0.61,0.84,8.00,11.00,BULLETHITBULLET,0.16
718.58,1.99,5.36,0.38,-0.08,0.89,5.94,15.00,MISS,0.71
702.35,1.99,0.33,0.56,-0.39,0.89,7.99,9.00,MISS,0.57
733.59,1.99,6.84,0.76,0.64,0.58,4.15,11.00,MISS,-0.09
761.74,1.99,-0.16,0.84,0.69,0.49,3.50,3.00,HIT,-0.27
686.93,1.99,-5.96,0.39,0.25,0.84,0.67,0.00,HIT,0.52
688.31,1.31,-4.14,0.63,0.41,0.91,4.35,6.00,BULLETHITBULLET,0.44
391.59,1.99,7.16,0.65,0.00,0.82,3.56,26.00,MISS,0.33
468.39,1.99,7.38,0.68,0.19,0.84,3.10,41.00,MISS,0.37
524.37,1.99,7.33,0.71,0.22,0.80,3.20,55.00,MISS,0.31
584.08,1.99,5.44,0.69,0.24,0.58,5.87,71.00,HIT,-0.09
563.55,1.99,-2.38,0.81,0.32,0.46,1.82,4.00,MISS,-0.43
512.15,1.99,-0.05,0.31,0.36,0.89,3.00,5.00,HIT,0.52
532.24,1.99,0.00,0.76,-0.35,0.45,-0.00,0.00,HIT,-0.47
499.48,1.99,-5.33,0.57,0.44,0.90,5.97,14.00,MISS,0.34
475.60,1.99,2.54,0.75,-0.52,0.84,1.60,5.00,MISS,0.19
556.63,1.99,-1.49,0.81,0.27,0.81,2.60,3.00,MISS,0.14
592.07,1.99,3.70,0.66,0.02,0.91,7.07,8.00,BULLETHITBULLET,0.45
547.08,1.99,-1.65,0.84,0.19,0.88,1.44,0.00,MISS,0.72
690.48,1.99,5.07,0.53,0.46,0.90,6.19,24.00,HIT,0.52
751.44,1.99,1.50,0.48,0.72,0.86,1.33,0.00,HIT,0.56
716.77,1.99,-1.33,0.38,0.20,0.92,6.87,7.00,MISS,0.79
708.57,1.99,-0.69,0.45,0.38,0.87,1.33,1.00,MISS,0.78
718.12,1.99,1.68,0.57,0.47,0.87,7.82,5.00,MISS,0.54
695.67,1.00,1.57,0.73,0.67,0.87,7.84,3.00,MISS,0.31
745.55,0.85,7.52,0.77,0.70,0.58,2.04,4.00,MISS,-0.04
750.47,0.63,-0.22,0.83,0.75,0.60,4.49,4.00,HIT,-0.28
500.19,1.99,7.14,0.59,-0.06,0.85,3.62,30.00,MISS,0.66
550.48,1.99,-3.19,0.74,-0.24,0.86,3.85,6.00,HIT,0.43
548.49,1.99,0.48,0.72,0.54,0.71,7.99,20.00,MISS,-0.07
602.36,1.99,3.98,0.80,0.53,0.43,0.35,4.00,MISS,-0.49
691.70,1.99,-0.42,0.87,0.37,0.32,0.91,1.00,MISS,-0.77
664.52,1.99,-2.97,0.34,-0.24,0.90,2.10,1.00,MISS,0.80
627.62,1.99,1.57,0.56,-0.40,0.85,2.29,1.00,HIT,0.48
715.74,1.99,4.38,0.67,-0.62,0.78,6.70,15.00,MISS,0.32
722.30,1.99,-1.89,0.78,0.72,0.65,5.51,1.00,HIT,-0.28
715.99,1.99,2.96,0.45,0.58,0.81,0.46,6.00,MISS,0.73
728.95,1.99,-1.06,0.40,0.36,0.89,1.70,3.00,MISS,0.70
674.98,1.99,1.17,0.53,-0.17,0.89,7.91,1.00,MISS,0.62
723.51,1.99,7.72,0.67,0.57,0.75,2.08,15.00,MISS,0.32
762.80,1.99,-2.88,0.77,0.61,0.70,2.78,4.00,MISS,0.11
696.03,1.99,0.35,0.82,0.53,0.60,3.87,2.00,MISS,-0.14
705.96,1.99,2.91,0.39,0.49,0.84,0.72,4.00,HIT,0.53
742.63,1.99,-0.01,0.33,0.17,0.87,1.00,2.00,MISS,0.66
652.06,1.99,-6.00,0.43,-0.11,0.90,5.29,16.00,BULLETHITBULLET,0.52
643.38,1.99,1.98,0.63,0.48,0.85,2.03,0.00,MISS,0.47
750.39,1.99,4.51,0.70,0.53,0.71,3.52,0.00,MISS,0.21
759.39,1.99,-2.25,0.80,0.46,0.61,1.98,4.00,MISS,0.01
658.42,1.99,-3.96,0.78,0.45,0.55,4.51,0.00,MISS,-0.22
654.54,1.72,2.90,0.83,0.41,0.41,0.78,6.00,MISS,-0.37
733.86,1.47,3.62,0.43,0.03,0.84,1.70,0.00,MISS,0.39
660.64,1.08,-3.79,0.52,-0.13,0.92,3.26,9.00,HIT,0.54
384.41,1.99,0.00,0.81,0.00,0.69,-0.00,0.00,MISS,-0.03
419.76,1.99,3.07,0.76,-0.13,0.69,2.43,4.00,MISS,0.28
552.03,1.99,7.71,0.59,-0.07,0.79,2.12,18.00,MISS,-0.30
683.09,1.99,7.77,0.61,-0.06,0.79,1.89,32.00,MISS,-0.26
621.43,1.99,-1.97,0.67,-0.33,0.68,0.37,4.00,BULLETHITBULLET,-0.26
526.35,1.99,2.31,0.57,0.26,0.91,3.27,4.00,MISS,0.18
505.32,1.99,0.00,0.42,-0.09,0.83,-0.00,1.00,MISS,0.48
549.68,1.99,5.94,0.26,0.07,0.81,5.35,15.00,MISS,0.73
562.01,1.99,3.78,0.71,0.72,0.86,7.05,13.00,MISS,0.42
559.43,1.99,3.74,0.71,0.85,0.67,7.07,27.00,MISS,-0.01
554.05,1.99,4.12,0.45,0.62,0.77,2.90,5.00,MISS,0.12
508.64,1.99,-0.52,0.43,0.42,0.81,1.02,0.00,MISS,0.24
522.55,1.99,1.82,0.44,0.19,0.82,0.83,0.00,HIT,0.52
482.82,1.99,2.48,0.65,0.45,0.91,7.60,20.00,MISS,0.50
530.41,1.99,6.41,0.70,0.55,0.86,4.79,8.00,HIT,0.53
258.75,1.99,2.68,0.46,0.00,0.89,7.54,20.00,MISS,0.38
323.07,1.99,7.92,0.60,0.22,0.66,1.11,8.00,HIT,-0.27
425.93,1.99,7.96,0.67,0.34,0.49,0.81,22.00,MISS,-0.08
536.93,1.99,7.98,0.37,-0.09,0.78,0.58,36.00,MISS,0.08
651.64,1.99,7.76,0.46,-0.24,0.83,1.94,50.00,MISS,-0.20
762.23,1.99,1.49,0.54,-0.08,0.77,1.34,0.00,MISS,-0.51
770.95,1.99,-3.93,0.76,0.09,0.64,0.72,8.00,MISS,0.37
726.92,1.99,1.74,0.80,0.04,0.74,2.45,6.00,MISS,0.20
589.43,1.99,-0.02,0.83,0.26,0.64,0.24,0.00,MISS,-0.11
574.87,1.99,1.00,0.49,-0.00,0.81,0.02,1.00,HIT,0.54
562.90,1.99,-0.57,0.35,-0.01,0.88,1.92,4.00,MISS,0.94
563.70,1.99,3.50,0.69,0.86,0.92,7.19,12.00,MISS,0.54
581.81,1.99,3.70,0.70,0.77,0.88,7.09,26.00,HIT,0.37
588.23,1.99,3.63,0.69,0.67,0.71,7.13,40.00,HIT,-0.09
559.18,1.99,0.59,0.51,0.59,0.80,0.01,0.00,HIT,0.54
303.81,1.99,6.29,0.48,0.00,0.85,4.94,15.00,BULLETHITBULLET,0.57
411.22,1.99,6.96,0.48,0.24,0.85,3.95,29.00,HIT,0.33
530.12,1.99,5.52,0.52,0.46,0.81,5.79,43.00,MISS,0.05
624.30,1.99,-4.24,0.48,0.20,0.89,4.24,9.00,MISS,0.09
630.30,1.99,1.76,0.47,0.21,0.79,0.37,2.00,MISS,-0.03
705.10,1.99,-0.88,0.85,0.16,0.29,2.87,3.00,MISS,-0.42
622.63,1.99,-7.10,0.15,-0.14,0.89,3.68,9.00,HIT,0.50
596.62,1.99,4.72,0.34,-0.13,0.91,6.46,9.00,MISS,0.65
693.53,1.99,0.39,0.57,-0.41,0.85,1.98,0.00,MISS,0.37
665.10,1.99,-5.90,0.64,0.51,0.81,5.40,12.00,MISS,0.15
667.73,1.99,0.00,0.83,0.44,0.58,0.00,0.00,MISS,-0.54
637.54,1.99,5.39,0.72,-0.46,0.82,5.91,10.00,MISS,0.21
737.25,1.99,6.79,0.72,-0.63,0.62,4.22,11.00,BULLETHITBULLET,0.48
789.08,1.99,-0.14,0.82,0.53,0.52,1.03,0.00,HIT,-0.44
699.14,1.99,-5.82,0.42,0.26,0.90,5.49,15.00,HIT,0.52
689.79,1.99,3.53,0.53,-0.35,0.83,4.11,0.00,MISS,0.37
722.49,1.99,-1.82,0.80,-0.39,0.52,3.33,4.00,HIT,-0.26
716.69,1.99,0.86,0.62,0.48,0.78,7.95,11.00,MISS,-0.07
714.46,1.99,0.00,0.78,0.38,0.61,0.00,2.00,MISS,-0.66
734.02,1.99,3.28,0.57,-0.32,0.79,5.02,6.00,MISS,0.74
691.85,0.10,4.11,0.69,-0.40,0.89,6.87,21.00,HIT,0.45
325.79,1.99,0.25,0.69,0.00,0.91,4.99,5.00,MISS,-0.13
395.81,1.99,7.77,0.65,-0.04,0.78,1.91,10.00,MISS,-0.01
646.16,1.99,6.04,0.47,0.50,0.89,5.25,26.00,BULLETHITBULLET,0.53
720.01,1.99,6.57,0.36,0.79,0.86,4.57,43.00,BULLETHITBULLET,0.75
600.13,1.99,4.62,0.59,-0.31,0.91,6.53,12.00,MISS,0.58
735.55,1.99,-1.71,0.33,0.56,0.91,5.23,5.00,MISS,0.61
671.85,1.99,-2.69,0.40,0.12,0.92,7.53,10.00,MISS,0.41
705.92,1.99,6.48,0.57,0.32,0.80,4.70,9.00,BULLETHITBULLET,0.52
747.57,1.99,-0.27,0.67,0.47,0.71,8.00,6.00,MISS,-0.15
696.99,1.99,-0.86,0.79,0.48,0.60,0.60,0.00,MISS,-0.65
715.24,1.99,2.69,0.77,0.11,0.55,2.63,4.00,MISS,-0.68
723.83,1.99,2.58,0.55,0.05,0.86,5.41,7.00,HIT,0.51
726.20,1.99,2.09,0.72,-0.43,0.79,7.72,5.00,MISS,0.02
763.05,1.99,2.00,0.81,-0.59,0.58,3.16,0.00,HIT,-0.27
730.52,1.99,-3.99,0.81,0.54,0.49,0.32,6.00,MISS,-0.48
684.12,1.99,0.86,0.41,0.27,0.88,1.81,4.00,HIT,0.53
756.91,1.99,4.64,0.43,0.03,0.81,3.80,0.00,MISS,0.74
721.54,1.99,-3.07,0.52,-0.38,0.87,3.88,1.00,MISS,0.57
671.02,1.99,0.66,0.71,0.49,0.84,0.75,1.00,MISS,0.23
750.44,1.99,6.02,0.73,0.52,0.70,5.27,15.00,MISS,-0.11
764.45,1.99,-0.11,0.86,0.52,0.55,0.34,0.00,HIT,-0.45
631.70,1.99,7.98,0.77,0.00,0.55,0.60,24.00,MISS,0.04
717.68,1.99,0.07,0.84,0.05,0.47,1.93,2.00,HIT,-0.48
686.86,1.99,-7.83,0.32,0.20,0.84,1.65,8.00,MISS,0.74
717.86,1.99,-3.32,0.71,0.54,0.79,5.35,4.00,MISS,0.31
710.40,1.99,4.19,0.76,0.69,0.65,6.81,4.00,HIT,-0.09
764.00,1.99,4.89,0.44,0.69,0.74,1.44,0.00,HIT,0.53
746.84,1.99,4.61,0.70,0.59,0.73,6.53,14.00,BULLETHITBULLET,-0.08
751.09,1.99,-0.00,0.36,0.48,0.87,0.00,3.00,MISS,0.81
678.96,1.99,-3.62,0.40,-0.00,0.91,7.14,17.00,MISS,0.71
666.30,1.99,2.68,0.65,0.44,0.86,2.24,0.00,MISS,0.35
743.25,1.99,-2.66,0.77,0.66,0.63,7.54,28.00,MISS,-0.23
677.48,1.99,-1.99,0.42,-0.13,0.91,7.75,15.00,BULLETHITBULLET,0.52
733.80,1.99,6.05,0.82,0.43,0.44,2.07,7.00,MISS,-0.64
738.44,1.99,-0.00,0.86,-0.02,0.36,-0.00,1.00,MISS,-0.74
691.94,1.99,6.45,0.64,-0.52,0.82,4.73,29.00,MISS,0.39
769.21,1.99,2.64,0.72,-0.66,0.73,6.58,0.00,MISS,0.18
718.97,1.99,-4.56,0.76,0.33,0.66,6.57,10.00,MISS,-0.05
692.30,1.99,4.79,0.79,0.49,0.44,4.74,6.00,MISS,-0.49
738.38,1.99,6.01,0.30,0.41,0.86,4.84,0.00,MISS,0.70
714.16,1.99,-5.41,0.32,0.06,0.93,5.89,10.00,MISS,0.68
654.56,1.99,1.75,0.57,-0.39,0.91,7.81,25.00,HIT,0.51
606.22,1.99,-1.73,0.63,0.00,0.87,7.81,14.00,MISS,-0.23
638.76,1.99,-1.33,0.69,0.13,0.81,0.70,1.00,MISS,-0.13
653.90,1.99,-0.12,0.74,0.02,0.63,8.00,9.00,MISS,-0.27
679.62,1.99,1.83,0.85,-0.37,0.38,0.81,2.00,MISS,-0.90
688.96,1.99,2.32,0.43,-0.21,0.91,7.66,10.00,MISS,0.72
608.60,1.99,1.37,0.65,-0.22,0.93,7.88,7.00,HIT,0.44
672.74,1.99,4.03,0.70,-0.65,0.79,6.91,21.00,MISS,0.18
725.34,1.99,2.26,0.81,0.75,0.53,2.52,0.00,MISS,-0.41
738.63,1.99,3.11,0.43,0.44,0.92,6.30,12.00,HIT,0.52
712.87,1.99,-5.41,0.39,0.20,0.89,2.60,9.00,MISS,0.60
693.35,1.99,4.90,0.49,-0.32,0.87,6.32,7.00,MISS,0.62
722.92,1.99,1.37,0.58,0.41,0.84,2.67,3.00,MISS,0.61
694.86,1.99,-2.40,0.68,0.49,0.86,5.50,6.00,HIT,0.43
719.45,1.99,4.54,0.77,0.51,0.69,6.58,20.00,MISS,-0.01
764.99,1.99,-0.51,0.49,0.61,0.88,0.86,1.00,MISS,0.31
718.94,1.99,-3.57,0.83,0.60,0.39,0.53,3.00,HIT,-0.48
666.23,1.99,0.51,0.31,0.26,0.89,1.93,5.00,MISS,0.67
713.56,1.99,3.18,0.36,0.15,0.83,2.77,0.00,MISS,0.78
703.25,1.99,-0.55,0.50,-0.43,0.84,0.84,2.00,MISS,0.66
674.62,0.78,-1.03,0.70,0.51,0.93,7.93,16.00,MISS,0.53
722.90,0.67,7.09,0.75,0.65,0.63,3.70,3.00,MISS,0.06
742.07,0.57,-0.22,0.74,0.75,0.55,7.82,6.00,HIT,-0.31
309.27,1.99,6.67,0.56,0.00,0.15,4.42,6.00,HIT,0.31
364.01,1.99,3.10,0.21,-0.00,0.69,5.39,6.00,BULLETHITBULLET,0.53
387.09,1.99,-4.70,0.37,0.05,0.80,1.71,13.00,MISS,0.66
372.51,1.99,-0.18,0.61,0.41,0.92,6.86,4.00,BULLETHITBULLET,0.42
418.34,1.99,-2.96,0.66,0.25,0.79,0.50,4.00,MISS,0.70
481.98,1.99,1.78,0.48,0.25,0.92,6.68,3.00,MISS,0.40
589.87,1.99,4.73,0.39,0.65,0.74,2.32,0.00,MISS,0.48
618.22,1.99,-0.00,0.34,0.38,0.84,0.00,0.00,MISS,0.63
567.82,1.99,-1.14,0.40,0.30,0.91,3.83,0.00,MISS,0.50
614.20,1.99,7.32,0.56,0.44,0.84,3.24,13.00,MISS,0.34
681.65,1.99,-0.00,0.68,0.63,0.78,0.00,1.00,MISS,0.30
653.83,1.99,-0.00,0.74,0.49,0.71,0.00,0.00,MISS,0.06
712.97,1.99,-0.00,0.80,0.37,0.58,-0.00,0.00,HIT,-0.44
689.28,1.99,-7.96,0.54,0.28,0.81,0.78,9.00,MISS,0.77
654.89,1.99,2.95,0.60,0.09,0.90,5.43,6.00,HIT,0.52
672.04,1.99,6.31,0.68,-0.31,0.81,4.92,10.00,MISS,0.42
665.28,1.99,1.32,0.64,0.58,0.84,7.89,25.00,MISS,0.11
680.64,1.99,0.00,0.71,0.58,0.73,-0.00,1.00,MISS,0.36
