distance,myBulletPower,opponentAdvancingVelocity,opponentBackwardWall,opponentCurrentGuessFactor,opponentDistanceLast10,opponentForwardWall,opponentLateralVelocity,opponentTimeSinceLastDeceleration,type,guessFactor
389,1.99,0.12,0.70,0.47,62.94,0.90,5,1,MISS,0.06
396,1.52,0,0.78,0.37,32.91,0.83,1,0,HIT,-0.38
402,1.31,0,0.78,-0.45,57.88,0.88,2,0,MISS,0.60
401,0.74,0.13,0.65,0.10,18.28,0.93,5.66,5,MISS,1.00
372,0.74,0.36,0.51,0.53,72,0.92,8,17,MISS,1.00
357,0.59,0.67,0.49,1,71.91,0.89,7.97,29,MISS,0.64
391,0.48,0.03,0.70,0.62,65.39,0.58,4,0,HIT,-0.22
458,1.99,-0.07,0.66,0,7,0.86,1.50,1,MISS,0.90
473,1.99,-0.11,0.62,0.31,65.31,0.92,8,13,MISS,0.49
478,1.99,-0.32,0.69,0.79,71.95,0.84,8,27,MISS,-0.43
495,1.99,-0.11,0.70,0.50,14.98,0.88,2,1,MISS,0.78
499,1.99,-0.52,0.69,-0.39,71.95,0.84,7.98,15,MISS,0.13
525,1.99,-0.48,0.78,0.73,41.95,0.60,4.98,2,MISS,-0.84
528,1.99,-0.67,0.55,0.27,40,0.92,7.97,8,MISS,0.65
512,1.99,-0.66,0.69,-0.57,72,0.87,7.97,22,MISS,0.12
487,1.99,-0.09,0.81,0.66,6.38,0.71,1.37,1,MISS,-0.57
483,1.99,-0.16,0.72,-0.25,29.73,0.91,4.31,4,MISS,0.71
471,1.71,-0.21,0.75,0.32,20.98,0.80,4,4,MISS,0.86
473,1,-1.55,0.67,0.56,53.52,0.74,6.83,3,MISS,0.77
446,0.95,-3.48,0.66,0.46,38.61,0.73,4.89,4,HIT,0.65
357,0.89,-5.52,0.53,0.45,59.85,0.67,5.79,5,MISS,0.15
274,1.99,0.62,0.31,0.40,18.28,0.82,1.90,2,HIT,0.83
277,1.99,1.04,0.41,0.70,71.73,0.90,7.93,16,MISS,0.75
328,1,0.61,0.48,0.60,59.92,0.94,7.98,6,BULLETHITBULLET,0.95
297,1.99,0.57,0.56,0.43,35.95,0.92,5.97,4,MISS,0.99
342,0.95,0.49,0.63,0,62.76,0.89,4.98,1,BULLETHITBULLET,-0.44
345,0.89,-0.94,0.63,0.26,29.77,0.83,4.91,2,MISS,0.06
306,1.99,0.30,0.48,0.36,22.56,0.85,2.99,3,MISS,1.00
329,0.74,0.74,0.47,0.54,59.98,0.94,7.97,5,MISS,0.64
346,0.71,0.08,0.66,0.67,65.52,0.91,4,0,MISS,0.53
336,0.33,0.48,0.48,0.18,31,0.91,7.48,7,MISS,0.74
314,1.99,0.68,0.54,0.61,59.93,0.83,7.97,4,MISS,-0.74
321,1.99,0.71,0.49,-0.17,40,0.90,7.97,8,BULLETHITBULLET,0.36
370,0.22,0.46,0.59,0.27,17.99,0.95,5.98,6,MISS,1.00
380,0.21,0.44,0.49,0.58,71.88,0.94,7.99,17,MISS,1.00
401,0.21,0.43,0.52,0.58,71.70,0.91,7.99,28,MISS,0.94
428,0.21,-0.77,0.57,0.57,71.26,0.67,7.96,39,MISS,0.66
412,0.20,0,0.39,0.59,42.91,0.84,1,1,MISS,0.49
414,0.20,0.18,0.23,0.07,16.49,0.94,5.56,5,HIT,0.96
413,0.19,0.09,0.50,0.52,71.88,0.96,8,16,MISS,0.71
413,0.20,0.02,0.55,0.52,72,0.96,8,27,MISS,0.11
413,0.20,0.05,0.75,0.13,13.98,0.87,1.97,2,MISS,-0.91
434,0.19,-0.04,0.56,-0.33,47.61,0.95,8,9,HIT,0.62
434,0.19,-0.02,0.76,0.50,39,0.87,2,2,MISS,-0.57
443,0.20,-0.17,0.61,-0.05,26,0.93,7,7,MISS,0.19
451,0.19,-0.04,0.64,0.32,26,0.96,7,7,MISS,-0.73
469,0.19,-0.20,0.72,0.07,3.23,0.95,5,5,MISS,0.86
478,0.19,-0.28,0.59,-0.56,71.99,0.92,8,16,MISS,0.20
479,0.18,-0.44,0.59,0.77,44.96,0.87,7.99,6,MISS,-0.62
444,0.18,0.03,0.55,0.24,35.97,0.93,8,8,MISS,0.01
374,0.19,0.25,0.65,0.25,3.30,0.94,5,5,MISS,0.04
397,0.18,0.01,0.75,0.26,25.52,0.88,2.50,2,MISS,-0.13
421,0.24,0,0.69,0.18,7.54,0.89,3.75,4,MISS,0.05
437,0.35,0.03,0.83,0.39,45.68,0.73,0.75,0,MISS,-0.96
447,0.10,0,0.56,-0.36,54.72,0.94,8,10,HIT,0.95
467,0.10,-0.07,0.57,-0.91,71.69,0.94,8,21,MISS,0.35
466,0.10,0.26,0.71,0.49,65.96,0.91,4,0,MISS,-0.82
459,0.10,-0.08,0.72,-0.19,27.49,0.94,4.75,1,MISS,0.34
451,0.10,0.22,0.69,0.48,65.86,0.90,4,0,MISS,-0.80
441,0.10,-0.04,0.80,-0.20,26.99,0.84,1,1,MISS,1.00
438,0.10,0.02,0.57,-0.69,61.96,0.96,8,12,MISS,0.42
455,0.10,0.09,0.78,0.57,59.90,0.89,2,0,HIT,-0.77
480,0.10,-0.39,0.60,-0.43,54,0.96,8,7,HIT,0.15
479,0.10,0.14,0.78,0.48,59.98,0.88,2,0,MISS,-0.18
456,0.24,-0.11,0.71,-0.25,35.97,0.91,4,1,BULLETHITBULLET,-0.89
472,0.20,-0.35,0.49,-0.33,51,0.96,8,10,MISS,-0.82
473,0.23,-0.30,0.66,0,50.98,0.93,6,3,MISS,0.89
475,0.22,0.38,0.71,0.52,65.93,0.88,4.99,0,MISS,0.16
477,0.21,0.22,0.71,0.39,56.92,0.75,5,0,MISS,-0.52
472,0.10,-0.26,0.56,0.24,35.98,0.97,8,8,HIT,0.15
475,0.10,-0.18,0.69,-0.50,26.98,0.94,4,1,MISS,0.00
454,1.99,-0.04,0.28,0,9,0.87,2,2,MISS,0.97
468,1.99,-0.33,0.55,0.32,66,0.93,8,13,MISS,0.53
491,1.99,-0.49,0.67,0.76,72,0.90,7.98,27,MISS,-0.35
517,1.99,-0.32,0.70,0.59,3.48,0.90,5,5,MISS,0.28
523,1.99,-0.71,0.70,-0.20,66,0.79,7.97,10,MISS,-0.35
543,1.99,-0.62,0.64,0.31,35.97,0.89,7.98,8,MISS,-0.03
557,1.99,-0.81,0.68,-0.19,35.99,0.90,7.96,8,MISS,-0.60
545,1.99,-0.74,0.70,0.17,36,0.81,7.97,8,MISS,0.48
579,1.99,-0.35,0.83,0.46,12.30,0.65,2.98,3,BULLETHITBULLET,0.82
557,1.99,0.41,0.81,-0.54,57.94,0.57,2.97,0,MISS,-0.45
582,1.99,-0.90,0.61,-0.25,61.93,0.87,7.95,12,HIT,0.44
583,1.99,0.26,0.77,0.34,65.93,0.79,4,0,MISS,0.34
597,1.99,0.15,0.73,0.27,20.97,0.80,0.99,0,MISS,-0.69
603,1.99,0,0.81,0.18,61.44,0.60,4,0,MISS,0.51
599,1.99,-2.02,0.80,-0.46,21.32,0.50,4.30,3,MISS,-0.01
591,1.99,-0.30,0.86,0.47,3.45,0.54,0.95,1,MISS,-0.53
605,1.99,-0.80,0.65,-0.22,26.96,0.91,4.94,4,MISS,0.06
598,1.99,-0.04,0.74,-0.50,45.91,0.83,3,1,MISS,-0.59
587,1.99,-1.16,0.71,0.15,47.50,0.71,7.92,9,HIT,0.33
586,1.99,-0.49,0.78,-0.28,5.48,0.66,3.97,4,MISS,-0.02
602,0.10,0.07,0.72,0.40,16.97,0.87,1,0,MISS,0.55
574,1.71,-0.17,0.84,0.31,6.87,0.82,1.36,1,MISS,-1.00
507,1.71,-0.62,0.69,-0.28,63.92,0.91,7.98,4,BULLETHITBULLET,0.38
451,1.71,-0.02,0.65,-0.76,71.94,0.76,8,21,MISS,-0.05
484,1.71,-0.39,0.81,0.41,22.85,0.52,1.70,2,MISS,-1.00
504,1.99,-0.59,0.61,0.03,66.37,0.91,7.98,13,MISS,0.84
510,1.71,-0.38,0.69,-0.83,71.85,0.87,8,27,MISS,0.70
533,1.71,-0.52,0.72,0.75,56.75,0.87,6.98,3,HIT,0.03
541,1.71,0.19,0.82,0.71,50.91,0.79,2,0,MISS,0.09
548,1.71,-0.76,0.63,0.09,55.46,0.92,7.96,11,MISS,-0.62
564,1.99,-1.39,0.72,-0.13,44,0.69,7.88,9,MISS,0.02
531,1.99,-0.86,0.80,-0.57,47.71,0.48,1.80,0,MISS,-0.44
520,1.99,-0.61,0.37,0.22,40.37,0.94,7.98,8,MISS,-0.04
540,1.83,-0.34,0.81,0.25,7.79,0.72,4.11,4,MISS,-0.23
561,1.83,-0.30,0.69,0.36,22.48,0.89,2.48,2,HIT,0.90
556,1.32,-0.83,0.70,-0.10,68.98,0.94,6.95,1,MISS,0.85
553,0.55,-0.79,0.67,0.65,56.93,0.92,7.96,8,MISS,0.77
550,0.99,-0.72,0.68,0.65,68.84,0.72,7.97,3,HIT,-0.05
566,0.77,0.13,0.86,0.78,41.87,0.55,1,0,MISS,-0.22
578,0.21,-1.09,0.60,0.11,59.50,0.94,7.93,11,MISS,-0.61
583,0.33,-0.55,0.76,-0.43,10.41,0.84,3.96,4,MISS,0.45
558,0.32,-1.77,0.66,-0.33,70.97,0.76,7.80,15,MISS,-0.26
516,0.30,0.17,0.57,0.45,31.43,0.86,0.47,0,MISS,0.69
515,0.25,0.41,0.73,0.45,62.38,0.91,3.98,0,MISS,0.76
513,0.25,-0.52,0.62,0.23,43.98,0.95,7.98,9,MISS,0.78
485,0.16,0.22,0.71,0.75,62.96,0.91,4,0,MISS,0.84
451,0.13,-0.25,0.59,0.72,44,0.92,8,9,MISS,0.85
390,0.10,-2.89,0.56,0.80,68.33,0.75,6.38,1,HIT,0.02
337,0.10,0.19,0.44,0.30,24.33,0.84,2,2,MISS,1.00
331,0.10,0.95,0.40,0.69,68.51,0.90,7.94,14,MISS,0.64
333,0.10,0.42,0.57,0.47,26.97,0.90,4.98,5,MISS,-0.41
318,0.14,0.40,0.56,0.07,8.91,0.92,4.61,4,MISS,0.68
310,0.18,0.50,0.57,0,6.58,0.88,4.47,4,MISS,0.66
310,0.21,0.33,0.66,0,13.13,0.93,4.24,4,MISS,-0.48
328,0.12,0.99,0.41,0,49.66,0.93,7.94,10,MISS,-0.96
343,0.12,0.48,0.54,-0.01,15.02,0.94,5.98,6,MISS,0.67
342,0.11,0.11,0.71,0.62,28.90,0.81,1.75,2,MISS,-0.57
347,0.10,0.52,0.56,-0.04,10.51,0.92,5.60,5,MISS,1.00
348,0.10,0.65,0.44,0.64,71.94,0.93,7.97,16,MISS,0.51
378,0.10,0.06,0.73,0.59,32.92,0.86,2,2,MISS,1.00
383,0.10,0.36,0.50,0.59,68.91,0.95,8,14,HIT,0.89
382,1.99,0.57,0.62,0,71.54,0.89,7.98,31,MISS,-0.72
413,1.99,0.34,0.64,-0.38,65.84,0.92,8,13,MISS,-0.50
467,1.99,-0.06,0.68,-0.45,71.84,0.70,8,20,BULLETHITBULLET,-0.98
454,1.99,-0.20,0.71,0.13,15.02,0.86,6,6,MISS,0.37
483,1.99,-0.07,0.64,0.42,23.48,0.86,1.87,2,MISS,0.58
508,1.99,-0.08,0.70,0.37,68.71,0.93,7,1,MISS,0.66
516,1.99,-0.45,0.73,0.43,9.10,0.90,5.23,5,MISS,0.44
530,1.99,-0.74,0.70,0.44,72,0.75,7.97,19,HIT,-0.37
539,1.99,-0.26,0.59,0.60,22.50,0.89,2.49,2,BULLETHITBULLET,0.91
552,1.99,-0.91,0.65,-0.11,59.98,0.90,7.95,6,MISS,-0.16
562,1.99,-0.58,0.74,0.51,3.81,0.89,4.97,5,MISS,0.40
570,1.99,-0.54,0.79,0.36,23.88,0.84,4.97,4,MISS,-0.24
577,1.99,-0.43,0.70,0.02,21.42,0.89,3.72,4,MISS,-0.30
571,1.99,-0.70,0.75,0.18,26.99,0.78,5.96,5,HIT,0.35
582,1.99,-0.89,0.72,-0.19,71.81,0.76,7.95,13,MISS,-0.33
574,1.99,-0.28,0.79,-0.30,38.91,0.87,1.98,2,BULLETHITBULLET,0.91
590,1.99,-0.84,0.68,0.46,20.67,0.94,6.45,6,MISS,0.65
553,1.99,0,0.82,0.59,54.94,0.77,3,1,MISS,0.45
570,1.99,-0.91,0.72,0.25,43.93,0.65,7.95,9,MISS,-0.23
576,1.99,-0.25,0.85,0.52,26.59,0.42,0.97,0,MISS,-0.90
542,1.71,-0.70,0.56,0.03,53.89,0.91,7.97,8,MISS,0.77
528,1.71,-0.76,0.69,-0.61,71.98,0.93,7.96,22,MISS,0.66
501,1.71,0.14,0.80,0.75,57.92,0.86,3,0,MISS,0.68
512,1.71,-0.41,0.69,0.53,49.59,0.90,7.99,10,MISS,0.76
501,1.71,-0.39,0.67,0.62,70.80,0.93,8,11,MISS,0.69
477,1.25,-0.61,0.65,0.52,53.92,0.85,7.98,7,MISS,0.74
498,1.34,-0.24,0.73,0.30,32.81,0.71,6,5,MISS,0.66
506,1.40,-0.25,0.81,0.52,60.71,0.57,2.99,0,MISS,-0.29
520,1.44,-0.29,0.62,0.17,6.36,0.89,2.99,2,MISS,0.07
533,1.46,0.02,0.78,-0.27,53.91,0.78,1,0,MISS,-0.76
552,1.48,-0.68,0.57,0.18,47.42,0.94,7.97,9,HIT,0.71
566,1.48,-0.78,0.60,-0.63,71.80,0.94,7.96,11,MISS,0.64
586,1.71,-0.42,0.77,0.36,17.79,0.84,2.97,2,MISS,-0.20
597,1.71,-0.35,0.66,0.27,25.62,0.88,2.47,2,MISS,0.08
591,1.71,-1.14,0.71,-0.09,72,0.79,7.92,16,MISS,-0.69
587,1.71,-1.06,0.69,0.29,39.99,0.86,7.93,8,HIT,0.70
581,1.60,-1.03,0.72,-0.48,59.79,0.77,7.93,6,HIT,-0.04
323,1.99,0.70,0.57,0,72,0.94,7.97,23,HIT,-0.94
349,1.99,0.48,0.57,-0.21,44,0.90,7.99,9,MISS,0.63
356,1.99,0.08,0.69,0.45,28.98,0.84,1.50,1,MISS,-0.98
376,1.99,-1.39,0.60,-0.51,65.91,0.85,7.88,13,MISS,1.00
362,1.99,-1.45,0.58,0.62,71.95,0.83,7.87,28,MISS,0.57
386,1.99,-0.06,0.67,0.65,69.37,0.56,6,0,MISS,-0.80
411,1.99,-0.18,0.55,-0.36,53.97,0.93,8,7,MISS,0.52
433,1.99,-0.03,0.82,0.32,33.45,0.78,0.50,0,MISS,-0.51
457,1.99,-0.26,0.66,0.48,45.75,0.92,8,9,HIT,0.37
520,1.99,-0.28,0.80,0,2.88,0.91,4.43,4,MISS,0.03
555,0.36,-0.19,0.79,0,1.81,0.89,1.66,92,MISS,-0.94
528,0.35,-0.53,0.63,-0.36,62.59,0.94,7.98,12,MISS,0.62
518,0.34,-0.45,0.64,-0.81,71.79,0.92,7.99,23,MISS,0.48
514,0.49,-0.67,0.56,0.37,40,0.84,7.97,8,MISS,-0.73
499,0.65,-0.27,0.65,-0.02,23.51,0.94,6.49,6,HIT,0.95
512,0.85,-0.43,0.66,0.54,59.69,0.95,7.99,5,MISS,0.91
507,1.71,-0.49,0.69,0.45,71.91,0.94,7.99,18,HIT,0.71
458,1.64,-0.09,0.65,0.54,43.97,0.93,8,8,MISS,-0.39
477,1.99,-0.33,0.71,0.08,15.02,0.93,6,6,MISS,0.61
452,1.88,-0.20,0.73,0.37,12,0.81,5.50,5,MISS,-0.14
424,1.35,0.10,0.58,0.30,4.70,0.88,4.50,4,MISS,0.52
417,0.47,0.02,0.78,0.56,34,0.83,1,1,MISS,0.42
422,0.44,0,0.70,0.27,32.99,0.86,4,2,MISS,-0.54
411,0.42,0.19,0.53,-0.24,53.86,0.97,8,10,MISS,-0.41
421,0.39,0.28,0.56,0,70.63,0.90,8,15,MISS,-0.92
454,0.37,-0.24,0.60,-0.45,57,0.97,8,11,HIT,0.09
439,0.35,0,0.79,0.28,25.50,0.90,2.50,2,MISS,0.34
432,0.17,0.02,0.77,0.45,33,0.85,2,2,MISS,-0.38
420,0.13,-0.02,0.76,0.09,13.52,0.88,2.50,2,MISS,0.48
433,0.21,0.03,0.80,0.45,50.40,0.84,1,0,MISS,0.39
431,0.17,0.01,0.80,0.11,11.62,0.89,2.19,0,MISS,-0.16
414,0.13,0.02,0.76,0.25,28.50,0.87,1.91,2,MISS,1.00
423,0.11,0.03,0.54,0.47,65.62,0.95,8,13,MISS,0.53
422,0.11,0.23,0.62,0.51,69.82,0.94,6,0,MISS,-0.55
420,0.10,0.02,0.77,0,6.06,0.88,2.44,2,MISS,0.41
411,0.10,-0.03,0.68,0,8,0.89,3.67,4,MISS,-0.53
391,0.10,0.46,0.51,-0.22,32.62,0.93,7.65,7,MISS,0.42
423,0.10,0.22,0.62,0,45.38,0.94,6,0,MISS,-0.88
417,0.10,-0.02,0.55,-0.34,44,0.96,8,9,HIT,0.78
355,1.99,0.29,0.59,0,70.84,0.93,8,27,MISS,-0.42
380,1.99,0.54,0.60,-0.20,47.35,0.93,7.98,9,BULLETHITBULLET,0.37
403,1.99,-0.62,0.68,0.05,18.10,0.91,5.97,6,MISS,-0.27
436,1.99,-0.28,0.77,0.25,3.57,0.92,4.49,4,MISS,0.44
469,1.99,-0.09,0.79,0.44,2.68,0.90,3.25,3,MISS,-0.96
480,1.99,-0.20,0.69,-0.31,63.36,0.93,8,12,HIT,0.36
478,1.99,-0.30,0.69,-0.82,71.98,0.88,8,26,MISS,-0.61
465,1.99,-0.21,0.70,-0.04,38.95,0.93,6,4,MISS,0.59
514,1.99,-0.69,0.77,0.48,6.03,0.90,4.95,5,MISS,-0.48
531,1.99,-0.54,0.63,-0.04,43.93,0.91,7.98,9,MISS,0.49
502,1.99,-0.13,0.70,0.37,42.92,0.82,3,1,MISS,-0.26
514,1.99,-0.45,0.69,0.17,35.98,0.88,7.99,8,BULLETHITBULLET,0.45
527,1.99,-0.40,0.74,0.08,32.87,0.87,5.99,4,MISS,-0.34
489,1.71,-0.51,0.66,-0.29,72,0.92,7.98,22,MISS,0.51
479,1.55,-0.38,0.58,0.16,36,0.94,8,8,BULLETHITBULLET,0.64
456,1.68,-0.10,0.65,0.39,59.92,0.80,8,5,MISS,-0.44
508,1.32,-0.62,0.66,0.44,72,0.71,7.98,35,BULLETHITBULLET,0.70
500,1.42,-0.55,0.66,0,72,0.89,7.98,22,HIT,0.66
508,1.71,-0.03,0.57,0,3.11,0.90,2.50,2,MISS,-0.18
535,1.71,-0.31,0.80,0.21,10.28,0.77,3.99,4,HIT,-0.21
559,1.71,-0.03,0.82,-0.18,44.94,0.78,2,1,MISS,-0.91
535,1.71,-0.61,0.65,0.04,65.90,0.95,7.98,13,MISS,0.93
515,1.71,-0.43,0.68,-0.73,71.79,0.85,7.99,27,MISS,0.86
504,1.71,-0.57,0.70,0.79,71.99,0.70,7.98,41,MISS,0.12
451,1.71,-0.41,0.83,0.88,53.82,0.34,0.91,0,MISS,-0.96
414,1.71,0.04,0.61,-0.92,71.98,0.92,8,27,BULLETHITBULLET,0.72
421,1.71,0.18,0.52,-0.38,67.30,0.93,8,13,MISS,0.78
386,1.71,0.16,0.71,0,15.02,0.94,5.50,5,MISS,0.18
387,1.71,0.06,0.74,0.37,22,0.90,3,3,MISS,-0.34
397,1.71,0.22,0.60,-0.25,68.87,0.80,8,14,MISS,-0.65
414,1.71,0.12,0.61,-0.18,43.95,0.92,8,9,MISS,-0.20
395,1.71,0.16,0.74,0.26,11.04,0.87,3.50,3,MISS,0.93
403,1.71,0.25,0.63,0.53,71.65,0.82,8,17,MISS,0.95
362,1.71,-4.37,0.59,0.58,71.08,0.72,6.70,31,MISS,0.27
330,0.63,0.12,0.59,0.43,33.13,0.85,2,2,MISS,-0.33
365,0.78,-1.51,0.58,-0.01,26.01,0.95,6.84,7,MISS,-0.50
398,0.71,0.11,0.62,0.05,26,0.95,7,7,HIT,0.89
427,0.65,-0.06,0.57,0.54,72,0.94,8,19,MISS,0.57
444,0.78,-0.18,0.67,0.50,69,0.96,7,1,MISS,-0.45
446,0.71,0,0.82,0.58,6.90,0.88,2.12,2,MISS,0.98
458,0.10,-0.11,0.58,0.45,68.99,0.96,8,14,MISS,0.55
456,0.10,-0.08,0.59,0.94,71.93,0.96,8,25,MISS,0.07
523,0.10,-0.46,0.74,0,13.34,0.89,4.64,168,MISS,1.00
497,0.12,-2,0.61,0.43,71.38,0.84,7.75,179,MISS,1.00
488,0.11,-2.21,0.59,0.92,71.81,0.92,7.69,191,MISS,1.00
493,0.10,-0.33,0.53,0.46,71.97,0.92,8,202,HIT,0.50
418,1.99,-0.03,0.55,0,17.98,0.85,2,1,MISS,-0.57
408,1.99,-5.32,0.63,-0.30,59.15,0.57,5.97,11,BULLETHITBULLET,0.22
394,1.99,0.46,0.44,-0.11,53.78,0.94,7.99,10,MISS,1.00
400,1.99,0.25,0.61,0.50,71.97,0.92,8,24,MISS,1.00
401,1.99,0.36,0.62,0.99,71.91,0.92,8,38,MISS,0.97
360,1.99,0.31,0.64,0.56,62.98,0.91,7,2,MISS,0.52
398,1.99,0.02,0.82,0.48,4.63,0.79,0.62,0,MISS,0.85
440,1.99,-1.16,0.66,0.63,71.14,0.64,7.91,18,HIT,-0.38
449,1.99,0,0.51,0.18,9.24,0.93,5.50,5,MISS,0.09
481,1.99,-0.15,0.74,0.30,20.51,0.75,6.50,6,MISS,-0.55
508,1.99,-0.41,0.67,0.20,3.02,0.92,4.98,5,MISS,0.66
516,1.99,-0.42,0.69,-0.49,71.80,0.85,7.99,25,MISS,-0.65
541,1.99,-0.84,0.71,-0.03,42,0.81,7.96,9,BULLETHITBULLET,0.38
543,1.99,-1.39,0.70,-0.51,71.98,0.53,7.88,23,BULLETHITBULLET,-0.43
532,1.99,-0.60,0.53,0.41,38.98,0.94,5.97,1,MISS,0.60
541,1.99,-0.82,0.61,-0.24,38,0.92,7.96,8,MISS,0.27
528,1.99,-0.65,0.69,0.36,26,0.89,6.97,7,MISS,-0.60
532,1.71,-0.63,0.69,-0.03,35.97,0.86,7.97,8,MISS,0.25
509,1.71,-0.20,0.77,-0.55,62.96,0.72,5,1,MISS,-0.41
482,1.71,-0.24,0.59,0.35,34.43,0.93,6.50,4,MISS,0.15
504,1.71,-0.25,0.77,0.22,5.32,0.80,5.17,5,MISS,-0.64
526,1.71,-0.57,0.75,-0.02,21.65,0.93,5.83,6,MISS,0.64
510,1.71,-0.40,0.77,-0.59,50.94,0.75,4.98,2,HIT,-0.22
471,1.71,-0.14,0.63,0.18,1.31,0.91,4.50,4,MISS,0.54
472,1.99,0,0.81,0.50,9.14,0.82,0.12,0,HIT,0.85
465,1.99,-0.34,0.68,0.31,62.50,0.78,8,11,MISS,0.66
429,1.99,-4.55,0.65,0.76,70.84,0.51,6.58,25,MISS,-0.31
376,1.99,0.39,0.25,0.67,7.76,0.84,1.96,1,MISS,0.49
383,1.99,-0.05,0.68,0.45,53.97,0.84,1,0,MISS,0.59
395,1.99,0.47,0.60,0.33,55.29,0.93,7.99,11,MISS,-0.35
384,1.83,0.54,0.61,0,50.85,0.88,7.98,10,MISS,-0.40
386,1.47,0.30,0.66,0.17,9,0.91,5.49,5,MISS,0.14
416,0.94,0.20,0.59,0.29,36,0.90,8,8,MISS,-0.69
401,1.45,0.02,0.70,0.12,3.46,0.91,5,5,MISS,1.00
381,0.93,-1.35,0.56,0.96,71.81,0.77,7.89,31,BULLETHITBULLET,0.58
392,1.16,0.15,0.56,-0.58,72,0.92,8,18,MISS,0.91
384,0.74,0.04,0.56,0,25.47,0.86,2.50,2,BULLETHITBULLET,0.95
397,0.60,-3.27,0.54,0,37.97,0.84,7.30,8,BULLETHITBULLET,0.86
355,0.48,0.13,0.65,0,3.60,0.87,2.25,2,MISS,-0.67
351,0.38,-3.09,0.48,-0.24,34.74,0.85,7.24,8,HIT,0.94
390,1.99,0.12,0.67,0,10.35,0.86,2.97,3,MISS,-0.68
408,1.99,-1.48,0.65,-0.32,50.08,0.82,7.86,10,MISS,0.89
441,1.99,0.13,0.65,0.63,68.93,0.92,8,11,BULLETHITBULLET,0.37
462,1.99,-0.10,0.73,0,15,0.83,6,6,MISS,0.59
492,1.99,0.34,0.76,0.47,62.85,0.81,3.99,0,MISS,0.24
513,1.99,-0.22,0.78,0.13,31.45,0.79,2.49,2,MISS,-0.40
538,1.99,-0.58,0.54,-0.01,50.90,0.93,7.98,10,MISS,0.21
556,1.99,-0.71,0.65,0.39,71.79,0.89,7.97,25,MISS,-0.77
573,1.99,-0.87,0.71,-0.32,71.82,0.68,7.95,16,MISS,0.19
553,1.99,-0.11,0.49,0.44,42.98,0.87,1,1,MISS,0.48
556,1.99,-0.18,0.83,0.16,35.96,0.64,1.49,1,MISS,-0.48
573,1.99,-0.68,0.54,0.27,18.71,0.92,6.28,6,HIT,0.58
581,1.99,-0.26,0.80,0.52,43.46,0.70,4.49,0,MISS,-0.97
573,1.99,-1.05,0.68,-0.22,60.74,0.85,7.93,12,MISS,0.96
540,1.99,-0.85,0.71,-0.63,72,0.68,7.95,26,MISS,0.76
368,1.99,0.60,0.20,0.81,40.05,0.83,0.80,1,BULLETHITBULLET,0.83
